County,Year,Month,Labor Force,Employment,Unemployment,Unemp. Rate
Riverside,2018,October,"1,074,200","1,026,000","48,200",4.5%
Riverside,2018,November,"1,082,000","1,035,800","46,200",4.3%
Riverside,2018,December,"1,081,000","1,034,500","46,500",4.3%
Riverside,2019,January,"1,083,200","1,029,800","53,400",4.9%
Riverside,2019,February,"1,082,400","1,034,400","48,000",4.4%
Riverside,2019,March,"1,082,600","1,034,700","47,900",4.4%
Riverside,2019,April,"1,069,200","1,028,700","40,500",3.8%
Riverside,2019,May,"1,068,400","1,029,700","38,700",3.6%
Riverside,2019,June,"1,072,700","1,025,500","47,200",4.4%
Riverside,2019,July,"1,082,800","1,031,600","51,100",4.7%
Riverside,2019,August,"1,078,300","1,027,400","50,800",4.7%
Riverside,2019,September,"1,082,300","1,037,600","44,700",4.1%
Riverside,2019,October,"1,094,800","1,049,100","45,700",4.2%
Riverside,2019,November,"1,105,400","1,061,200","44,200",4.0%
Riverside,2019,December,"1,105,500","1,063,300","42,200",3.8%
Riverside,2020,January,"1,105,100","1,057,800","47,300",4.3%
Riverside,2020,February,"1,110,300","1,065,300","45,000",4.1%
Riverside,2020,March,"1,101,200","1,035,500","65,700",6.0%
Riverside,2020,April,"1,084,300","907,000","177,300",16.4%
Riverside,2020,May,"1,074,000","900,900","173,100",16.1%
Riverside,2020,June,"1,109,200","958,300","151,000",13.6%
Riverside,2020,July,"1,105,400","958,900","146,500",13.3%
Riverside,2020,August,"1,096,200","974,300","122,000",11.1%
Riverside,2020,September,"1,098,500","982,400","116,100",10.6%
Riverside,2020,October,"1,104,700","1,002,900","101,800",9.2%
Riverside,2020,November,"1,108,200","1,009,800","98,400",8.9%
Riverside,2020,December,"1,108,800","1,010,500","98,200",8.9%
Riverside,2021,January,"1,111,300","1,011,500","99,800",9.0%
Riverside,2021,February,"1,118,200","1,021,600","96,600",8.6%
Riverside,2021,March,"1,116,300","1,023,900","92,300",8.3%
Riverside,2021,April,"1,107,800","1,017,200","90,600",8.2%
Riverside,2021,May,"1,109,800","1,026,300","83,600",7.5%
Riverside,2021,June,"1,114,300","1,019,800","94,500",8.5%
Riverside,2021,July,"1,120,600","1,030,300","90,200",8.1%
Riverside,2021,August,"1,116,600","1,031,000","85,600",7.7%
Riverside,2021,September,"1,117,500","1,043,900","73,600",6.6%
Riverside,2021,October,"1,126,700","1,056,900","69,700",6.2%
Riverside,2021,November,"1,134,000","1,072,200","61,700",5.4%
Riverside,2021,December,"1,134,900","1,078,700","56,200",5.0%
Riverside,2022,January,"1,142,700","1,080,600","62,000",5.4%
Riverside,2022,February,"1,151,100","1,096,300","54,800",4.8%
Riverside,2022,March,"1,150,200","1,101,400","48,800",4.2%
Riverside,2022,April,"1,128,500","1,085,700","42,800",3.8%
Riverside,2022,May,"1,130,800","1,091,400","39,300",3.5%
Riverside,2022,June,"1,127,400","1,080,100","47,400",4.2%
Riverside,2022,July,"1,132,700","1,084,100","48,600",4.3%
Riverside,2022,August,"1,134,400","1,083,200","51,200",4.5%
Riverside,2022,September,"1,139,800","1,093,200","46,600",4.1%
Riverside,2022,October,"1,145,100","1,096,500","48,600",4.2%
Riverside,2022,November,"1,151,100","1,102,300","48,900",4.2%
Riverside,2022,December,"1,151,600","1,106,700","44,800",3.9%
Riverside,2023,January,"1,158,600","1,106,400","52,200",4.5%
Riverside,2023,February,"1,162,000","1,109,500","52,400",4.5%
Riverside,2023,March,"1,166,200","1,115,000","51,300",4.4%
Riverside,2023,April,"1,153,100","1,107,300","45,700",4.0%
Riverside,2023,May,"1,155,200","1,107,600","47,500",4.1%
Riverside,2023,June,"1,150,900","1,095,200","55,700",4.8%
Riverside,2023,July,"1,159,600","1,101,600","58,000",5.0%
Riverside,2023,August,"1,163,500","1,099,800","63,700",5.5%
Riverside,2023,September,"1,169,800","1,109,700","60,100",5.1%
Riverside,2023,October,"1,177,200","1,115,300","61,900",5.3%
Riverside,2023,November,"1,190,000","1,131,000","59,100",5.0%
Riverside,2023,December,"1,180,500","1,123,100","57,400",4.9%
Riverside,2024,January,"1,178,500","1,117,100","61,400",5.2%
Riverside,2024,February,"1,180,000","1,118,400","61,600",5.2%
Riverside,2024,March,"1,180,900","1,122,300","58,600",5.0%
Riverside,2024,April,"1,170,300","1,116,400","53,900",4.6%
Riverside,2024,May,"1,165,300","1,112,800","52,500",4.5%
Riverside,2024,June,"1,169,200","1,104,900","64,300",5.5%
Riverside,2024,July,"1,181,800","1,110,500","71,300",6.0%
Riverside,2024,August,"1,181,800","1,109,000","72,800",6.2%
Riverside,2024,September,"1,186,500","1,121,300","65,200",5.5%
Riverside,2024,October,"1,188,500","1,122,500","66,000",5.6%
Riverside,2024,November,"1,198,100","1,133,100","65,000",5.4%
Riverside,2024,December,"1,195,400","1,135,300","60,000",5.0%
Sacramento,2010,January,"688,400","597,900","90,500",13.2%
Sacramento,2010,February,"689,300","599,300","90,000",13.1%
Sacramento,2010,March,"690,100","600,400","89,700",13.0%
Sacramento,2010,April,"683,300","598,400","84,900",12.4%
Sacramento,2010,May,"680,900","598,600","82,300",12.1%
Sacramento,2010,June,"682,000","595,900","86,200",12.6%
Sacramento,2010,July,"688,300","598,900","89,300",13.0%
Sacramento,2010,August,"685,200","597,100","88,100",12.9%
Sacramento,2010,September,"682,800","597,000","85,800",12.6%
Sacramento,2010,October,"679,400","594,600","84,800",12.5%
Sacramento,2010,November,"680,200","592,600","87,600",12.9%
Sacramento,2010,December,"677,800","592,100","85,700",12.6%
Sacramento,2011,January,"677,400","588,700","88,600",13.1%
Sacramento,2011,February,"677,900","591,800","86,100",12.7%
Sacramento,2011,March,"678,400","593,700","84,700",12.5%
Sacramento,2011,April,"672,100","591,600","80,500",12.0%
Sacramento,2011,May,"672,200","593,300","78,900",11.7%
Sacramento,2011,June,"675,600","590,600","85,000",12.6%
Sacramento,2011,July,"677,700","592,200","85,600",12.6%
Sacramento,2011,August,"679,700","596,200","83,500",12.3%
Sacramento,2011,September,"680,700","599,700","80,900",11.9%
Sacramento,2011,October,"680,300","600,800","79,500",11.7%
Sacramento,2011,November,"678,700","602,500","76,200",11.2%
Sacramento,2011,December,"678,000","602,500","75,500",11.1%
Sacramento,2012,January,"676,200","598,300","77,900",11.5%
Sacramento,2012,February,"680,800","603,500","77,300",11.4%
Sacramento,2012,March,"681,100","605,000","76,100",11.2%
Sacramento,2012,April,"675,900","605,600","70,400",10.4%
Sacramento,2012,May,"676,200","606,700","69,500",10.3%
Sacramento,2012,June,"682,200","607,900","74,200",10.9%
Sacramento,2012,July,"683,200","607,300","75,900",11.1%
Sacramento,2012,August,"680,000","607,700","72,300",10.6%
Sacramento,2012,September,"680,000","612,200","67,900",10.0%
Sacramento,2012,October,"680,500","612,900","67,600",9.9%
Sacramento,2012,November,"678,300","613,100","65,200",9.6%
Sacramento,2012,December,"678,400","612,500","65,900",9.7%
Sacramento,2013,January,"684,100","613,800","70,400",10.3%
Sacramento,2013,February,"683,200","617,200","66,000",9.7%
Sacramento,2013,March,"680,700","617,700","63,000",9.3%
Sacramento,2013,April,"674,300","616,000","58,400",8.7%
Sacramento,2013,May,"675,700","617,800","57,900",8.6%
Sacramento,2013,June,"679,900","616,400","63,400",9.3%
Sacramento,2013,July,"682,800","619,100","63,700",9.3%
Sacramento,2013,August,"678,400","617,300","61,100",9.0%
Sacramento,2013,September,"679,100","620,600","58,500",8.6%
Sacramento,2013,October,"674,000","615,700","58,300",8.7%
Sacramento,2013,November,"675,800","620,000","55,800",8.3%
Sacramento,2013,December,"672,900","619,500","53,400",7.9%
Sacramento,2014,January,"675,900","619,100","56,800",8.4%
Sacramento,2014,February,"678,200","621,700","56,400",8.3%
Sacramento,2014,March,"680,000","624,100","55,800",8.2%
Sacramento,2014,April,"671,100","622,800","48,300",7.2%
Sacramento,2014,May,"674,900","627,400","47,500",7.0%
Sacramento,2014,June,"679,800","629,500","50,300",7.4%
Sacramento,2014,July,"682,300","629,200","53,100",7.8%
Sacramento,2014,August,"679,400","628,300","51,100",7.5%
Sacramento,2014,September,"679,000","631,800","47,300",7.0%
Sacramento,2014,October,"682,000","635,400","46,600",6.8%
Sacramento,2014,November,"682,300","636,400","45,900",6.7%
Sacramento,2014,December,"676,200","633,400","42,800",6.3%
Sacramento,2015,January,"682,100","635,200","46,900",6.9%
Sacramento,2015,February,"682,700","638,100","44,500",6.5%
Sacramento,2015,March,"683,400","640,500","43,000",6.3%
Sacramento,2015,April,"679,800","639,700","40,100",5.9%
Sacramento,2015,May,"683,500","643,500","40,000",5.8%
Sacramento,2015,June,"685,800","643,800","42,000",6.1%
Sacramento,2015,July,"689,700","646,100","43,600",6.3%
Sacramento,2015,August,"685,900","644,600","41,300",6.0%
Sacramento,2015,September,"683,800","645,200","38,700",5.7%
Sacramento,2015,October,"686,300","647,400","39,000",5.7%
Sacramento,2015,November,"687,100","648,900","38,200",5.6%
Sacramento,2015,December,"688,000","651,000","37,000",5.4%
Sacramento,2016,January,"719,900","680,300","39,600",5.5%
Sacramento,2016,February,"724,900","686,100","38,800",5.4%
Sacramento,2016,March,"726,900","687,300","39,600",5.5%
Sacramento,2016,April,"719,500","682,600","36,900",5.1%
Sacramento,2016,May,"721,400","687,500","33,800",4.7%
Sacramento,2016,June,"726,600","686,800","39,800",5.5%
Sacramento,2016,July,"732,500","691,800","40,600",5.5%
Sacramento,2016,August,"730,300","690,600","39,700",5.4%
Sacramento,2016,September,"729,800","691,700","38,200",5.2%
Sacramento,2016,October,"727,600","689,900","37,700",5.2%
Sacramento,2016,November,"726,100","690,800","35,300",4.9%
Sacramento,2016,December,"724,700","689,600","35,000",4.8%
Sacramento,2017,January,"727,500","688,400","39,100",5.4%
Sacramento,2017,February,"729,700","692,400","37,300",5.1%
Sacramento,2017,March,"731,400","696,000","35,400",4.8%
Sacramento,2017,April,"725,800","693,600","32,200",4.4%
Sacramento,2017,May,"726,800","696,800","30,000",4.1%
Sacramento,2017,June,"730,800","696,500","34,300",4.7%
Sacramento,2017,July,"737,000","701,400","35,700",4.8%
Sacramento,2017,August,"733,200","698,100","35,100",4.8%
Sacramento,2017,September,"735,400","704,300","31,100",4.2%
Sacramento,2017,October,"731,500","702,100","29,400",4.0%
Sacramento,2017,November,"731,000","702,200","28,800",3.9%
Sacramento,2017,December,"730,200","702,500","27,700",3.8%
Sacramento,2018,January,"730,200","699,300","30,900",4.2%
Sacramento,2018,February,"735,700","705,900","29,800",4.0%
Sacramento,2018,March,"735,400","706,800","28,600",3.9%
Sacramento,2018,April,"730,600","704,900","25,700",3.5%
Sacramento,2018,May,"733,900","710,500","23,400",3.2%
Sacramento,2018,June,"737,700","708,800","29,000",3.9%
Sacramento,2018,July,"744,200","715,300","28,900",3.9%
Sacramento,2018,August,"739,100","710,600","28,500",3.9%
Sacramento,2018,September,"740,900","714,700","26,200",3.5%
Sacramento,2018,October,"741,000","714,400","26,600",3.6%
Sacramento,2018,November,"741,000","714,900","26,100",3.5%
Sacramento,2018,December,"741,300","714,300","27,000",3.6%
Sacramento,2019,January,"743,100","710,800","32,300",4.3%
Sacramento,2019,February,"746,300","717,300","29,000",3.9%
Sacramento,2019,March,"746,100","716,900","29,200",3.9%
Sacramento,2019,April,"735,000","710,600","24,400",3.3%
Sacramento,2019,May,"736,900","713,900","23,000",3.1%
Sacramento,2019,June,"739,000","711,500","27,500",3.7%
Sacramento,2019,July,"747,700","718,500","29,200",3.9%
Sacramento,2019,August,"745,400","717,600","27,800",3.7%
Sacramento,2019,September,"745,700","721,700","23,900",3.2%
Sacramento,2019,October,"747,600","722,700","24,900",3.3%
Sacramento,2019,November,"745,500","720,700","24,900",3.3%
Sacramento,2019,December,"743,800","719,500","24,400",3.3%
Sacramento,2020,January,"747,400","718,700","28,600",3.8%
Sacramento,2020,February,"753,100","726,200","27,000",3.6%
Sacramento,2020,March,"747,100","708,100","38,900",5.2%
Sacramento,2020,April,"730,000","624,100","106,000",14.5%
Sacramento,2020,May,"721,300","620,000","101,300",14.0%
Sacramento,2020,June,"745,000","653,900","91,200",12.2%
Sacramento,2020,July,"748,800","661,800","87,000",11.6%
Sacramento,2020,August,"742,300","668,800","73,600",9.9%
Sacramento,2020,September,"743,100","672,500","70,600",9.5%
Sacramento,2020,October,"740,700","678,900","61,900",8.4%
Sacramento,2020,November,"737,800","677,500","60,300",8.2%
Sacramento,2020,December,"737,500","677,300","60,200",8.2%
Sacramento,2021,January,"740,400","679,400","61,000",8.2%
Sacramento,2021,February,"743,800","684,500","59,300",8.0%
Sacramento,2021,March,"745,700","688,800","56,900",7.6%
Sacramento,2021,April,"741,200","686,200","55,000",7.4%
Sacramento,2021,May,"741,300","690,600","50,700",6.8%
Sacramento,2021,June,"746,900","690,100","56,900",7.6%
Sacramento,2021,July,"754,800","701,100","53,700",7.1%
Sacramento,2021,August,"752,200","701,300","50,900",6.8%
Sacramento,2021,September,"750,200","706,500","43,700",5.8%
Sacramento,2021,October,"749,500","707,700","41,800",5.6%
Sacramento,2021,November,"748,900","711,200","37,700",5.0%
Sacramento,2021,December,"747,500","713,000","34,500",4.6%
Sacramento,2022,January,"746,200","707,400","38,700",5.2%
Sacramento,2022,February,"748,400","714,200","34,200",4.6%
Sacramento,2022,March,"750,400","720,000","30,400",4.1%
Sacramento,2022,April,"742,400","716,000","26,400",3.6%
Sacramento,2022,May,"745,500","721,600","23,900",3.2%
Sacramento,2022,June,"745,000","716,800","28,300",3.8%
Sacramento,2022,July,"750,300","722,200","28,100",3.7%
Sacramento,2022,August,"752,000","722,700","29,300",3.9%
Sacramento,2022,September,"751,500","725,000","26,500",3.5%
Sacramento,2022,October,"752,900","724,700","28,200",3.8%
Sacramento,2022,November,"753,700","724,700","29,000",3.8%
Sacramento,2022,December,"753,600","726,400","27,100",3.6%
Sacramento,2023,January,"754,500","721,500","33,000",4.4%
Sacramento,2023,February,"760,600","727,500","33,100",4.4%
Sacramento,2023,March,"764,300","731,700","32,700",4.3%
Sacramento,2023,April,"755,900","727,800","28,100",3.7%
Sacramento,2023,May,"758,400","729,800","28,600",3.8%
Sacramento,2023,June,"758,100","725,500","32,500",4.3%
Sacramento,2023,July,"766,500","733,500","33,000",4.3%
Sacramento,2023,August,"768,400","732,800","35,600",4.6%
Sacramento,2023,September,"768,800","735,300","33,500",4.4%
Sacramento,2023,October,"769,200","734,700","34,500",4.5%
Sacramento,2023,November,"771,700","737,900","33,800",4.4%
Sacramento,2023,December,"766,500","732,900","33,600",4.4%
Sacramento,2024,January,"767,700","730,300","37,400",4.9%
Sacramento,2024,February,"771,900","734,400","37,500",4.9%
Sacramento,2024,March,"775,800","739,900","35,900",4.6%
Sacramento,2024,April,"769,100","736,800","32,400",4.2%
Sacramento,2024,May,"767,700","737,000","30,700",4.0%
Sacramento,2024,June,"772,300","735,300","37,000",4.8%
Sacramento,2024,July,"781,100","740,700","40,400",5.2%
Sacramento,2024,August,"781,000","740,500","40,600",5.2%
Sacramento,2024,September,"780,300","744,000","36,300",4.7%
Sacramento,2024,October,"777,300","740,200","37,200",4.8%
Sacramento,2024,November,"776,000","738,400","37,600",4.8%
Sacramento,2024,December,"776,600","741,000","35,500",4.6%
San Benito,2010,January,"27,800","23,100","4,700",17.1%
San Benito,2010,February,"28,100","23,200","4,900",17.6%
San Benito,2010,March,"28,200","23,400","4,900",17.2%
San Benito,2010,April,"27,800","23,400","4,400",15.8%
San Benito,2010,May,"27,700","23,500","4,200",15.1%
San Benito,2010,June,"27,700","23,700","4,100",14.7%
San Benito,2010,July,"28,300","24,100","4,100",14.5%
San Benito,2010,August,"28,200","24,200","4,000",14.1%
San Benito,2010,September,"27,800","24,000","3,800",13.7%
San Benito,2010,October,"27,900","24,300","3,700",13.2%
San Benito,2010,November,"27,900","23,800","4,100",14.6%
San Benito,2010,December,"27,900","23,500","4,300",15.6%
San Benito,2011,January,"27,800","23,200","4,700",16.7%
San Benito,2011,February,"28,100","23,400","4,700",16.6%
San Benito,2011,March,"28,200","23,600","4,600",16.2%
San Benito,2011,April,"28,000","23,900","4,100",14.8%
San Benito,2011,May,"28,000","23,900","4,100",14.5%
San Benito,2011,June,"28,200","24,000","4,200",14.8%
San Benito,2011,July,"28,400","24,300","4,000",14.2%
San Benito,2011,August,"28,300","24,400","3,900",13.7%
San Benito,2011,September,"28,300","24,700","3,700",13.0%
San Benito,2011,October,"28,400","24,800","3,600",12.5%
San Benito,2011,November,"28,000","24,400","3,700",13.0%
San Benito,2011,December,"28,300","24,300","4,000",14.2%
San Benito,2012,January,"28,400","24,000","4,300",15.3%
San Benito,2012,February,"28,600","24,200","4,400",15.4%
San Benito,2012,March,"28,600","24,300","4,200",14.8%
San Benito,2012,April,"28,700","24,800","3,900",13.6%
San Benito,2012,May,"28,500","24,700","3,800",13.3%
San Benito,2012,June,"28,600","24,800","3,800",13.2%
San Benito,2012,July,"28,800","25,100","3,700",12.8%
San Benito,2012,August,"28,600","25,100","3,500",12.2%
San Benito,2012,September,"28,700","25,500","3,200",11.2%
San Benito,2012,October,"29,000","25,700","3,300",11.2%
San Benito,2012,November,"28,300","25,000","3,300",11.7%
San Benito,2012,December,"28,500","25,000","3,600",12.6%
San Benito,2013,January,"28,800","24,800","3,900",13.7%
San Benito,2013,February,"29,000","25,200","3,800",13.1%
San Benito,2013,March,"28,900","25,300","3,600",12.6%
San Benito,2013,April,"28,700","25,400","3,300",11.6%
San Benito,2013,May,"28,600","25,400","3,200",11.1%
San Benito,2013,June,"28,700","25,500","3,200",11.3%
San Benito,2013,July,"29,300","26,100","3,200",10.9%
San Benito,2013,August,"29,100","26,100","3,000",10.2%
San Benito,2013,September,"29,000","26,200","2,800",9.7%
San Benito,2013,October,"28,900","26,100","2,800",9.7%
San Benito,2013,November,"28,500","25,600","2,900",10.2%
San Benito,2013,December,"28,500","25,600","3,000",10.4%
San Benito,2014,January,"28,900","25,500","3,300",11.5%
San Benito,2014,February,"29,100","25,700","3,300",11.5%
San Benito,2014,March,"29,300","26,000","3,300",11.4%
San Benito,2014,April,"29,200","26,300","2,900",9.9%
San Benito,2014,May,"29,200","26,400","2,700",9.4%
San Benito,2014,June,"29,100","26,400","2,700",9.1%
San Benito,2014,July,"29,300","26,600","2,700",9.2%
San Benito,2014,August,"29,200","26,700","2,500",8.6%
San Benito,2014,September,"29,100","26,800","2,300",7.8%
San Benito,2014,October,"29,400","27,000","2,300",7.9%
San Benito,2014,November,"29,200","26,700","2,500",8.4%
San Benito,2014,December,"29,100","26,600","2,500",8.6%
San Benito,2015,January,"29,600","26,800","2,800",9.3%
San Benito,2015,February,"29,700","27,100","2,700",9.1%
San Benito,2015,March,"29,800","27,200","2,600",8.8%
San Benito,2015,April,"29,700","27,300","2,400",8.1%
